symbol,company,price,target_price,upside,analyst_count,buy_percentage,total_ratings,A,EXRET,beta,pe_trailing,pe_forward,peg_ratio,dividend_yield,short_float_pct,insider_buy_pct,insider_transactions,last_earnings,exchange
AAG.DE,Aumann AG,10.28,13.63333,32.619941634241265,3.0,,,,,1.983,8.357723,9.884616,,1.95,,,,2024-11-14,DE
AAK.ST,AAK AB (publ.),300.8,339.25,12.782579787234027,8.0,55.56,9.0,A,7.102001329787226,0.41,22.166544,21.13844,,1.66,,,,2025-02-05,ST
AAL.L,Anglo American plc,2336.0,2544.9314,8.943981164383551,16.0,40.0,15.0,A,3.5775924657534204,1.052,,14.157576,2.6732,2.12,,,,2025-02-20,L
AAQ1.DE,aap Implantate AG,1.72,,,,,,,,-0.132,,-8.6,,,,,,2024-05-13,DE
AASB.OL,Aasen Sparebank,124.82,128.0,2.547668642845702,1.0,0.0,1.0,A,0.0,0.25,9.961692,12.189453,,7.21,,,,2024-11-07,OL
AAU.L,Ariana Resources plc,1.9,4.336,128.2105263157895,2.0,,,,,0.584,inf,0.044186044,,,,,,,L
AB.PA,AB Science S.A.,1.366,3.43,151.09809663250363,1.0,100.0,1.0,A,151.09809663250363,1.464,,-6.504762,,,,,,,PA
ABCA.PA,ABC arbitrage SA,5.19,6.0,15.606936416184958,1.0,100.0,1.0,A,15.606936416184958,0.265,18.535715,15.264706,,7.71,,,,2024-09-06,PA
ABDN.L,abrdn plc,158.55,151.286,-4.581520025228636,14.0,14.29,14.0,A,-0.654699211605172,1.273,9.32647,0.1249409,,9.21,,,,,L
ABDP.L,AB Dynamics plc,1780.0,2289.2861,28.611578651685377,7.0,83.33,6.0,A,23.842028490449422,0.74,42.38095,0.25399542,,0.43,,,,2024-11-26,L
ABDX.L,Abingdon Health Plc,7.25,,,,,,,,0.205,,1.8125,,,,,,2024-10-08,L
ABEO.PA,Abéo SA,9.3,17.0,82.79569892473117,1.0,100.0,1.0,A,82.79569892473117,1.005,37.2,5.636364,,2.15,,,,2025-02-04,PA
ABF.L,Associated British Foods plc,1895.0,2249.111,18.68659630606859,18.0,31.58,19.0,A,5.901227113456462,1.214,9.768042,0.08905912,1.1491,3.32,,,,2024-11-05,L
ABG.OL,ABG Sundal Collier Holding ASA,7.0,,,,,,,,0.903,12.5,,,7.14,,,,2025-02-13,OL
ABI.BR,Anheuser-Busch InBev SA/NV,57.64,68.563034,18.950440666204017,23.0,79.17,24.0,A,15.00306387543372,1.013,20.96,16.707247,0.886,1.73,,,,2025-02-26,BR
ABL.OL,ABL Group ASA,9.4,12.36213,31.512021276595732,2.0,100.0,2.0,A,31.51202127659574,1.277,12.051282,93.99999,,4.26,,,,2025-02-26,OL
ABNX.PA,ABIONYX Pharma SA,1.3,11.5,784.6153846153846,1.0,100.0,1.0,A,784.6153846153846,0.093,,-6.190476,,,,,,2024-11-14,PA
ABO.BR,ABO-Group Environment NV,4.48,6.6,47.32142857142856,1.0,100.0,1.0,A,47.32142857142855,0.508,19.47826,9.955556,,2.1,,,,2017-09-18,BR
ABO.DE,clearvise AG,1.7,,,,,,,,0.233,17.0,-56.666668,,,,,,2024-11-15,DE
ABS2.DE,PORR AG,23.35,,,,,,,,0.771,9.978633,,,3.21,,,,2024-11-21,DE
ABTEC.OL,Aqua Bio Technology ASA,1.9,,,,,,,,0.879,,,,,,,,2017-08-16,OL
ABVX.PA,ABIVAX Société Anonyme,6.94,29.34,322.7665706051873,5.0,100.0,5.0,A,322.7665706051873,1.231,,-4.7210884,,,,,,2024-11-14,PA
ABX.DE,Advanced Blockchain AG,3.09,10.75,247.89644012944984,1.0,100.0,1.0,A,247.89644012944984,2.441,6.3061223,,,,,,,,DE
AC.PA,Accor SA,48.06,53.92059,12.19431960049937,17.0,82.35,17.0,A,10.04202219101123,1.182,20.62661,19.45749,1.4804,2.46,,,,2025-02-20,PA
ACA.PA,Crédit Agricole S.A.,16.01,17.10556,6.842973141786368,18.0,44.44,18.0,A,3.041017264209862,1.464,7.5876784,7.9257426,,6.56,,,,2025-02-05,PA
ACAN.PA,Acanthe Développement,0.339,,,,,,,,0.404,,,,60.74,,,,,PA
ACC.OL,Aker Carbon Capture ASA,7.33,10.41667,42.110095497953616,6.0,57.14,7.0,A,24.06170856753069,1.385,,366.5,,,,,,2025-02-13,OL
ACCB.BR,Accentis N.V.,0.0325,,,,,,,,0.332,inf,,,,,,,,BR
ACE.MI,ACEA S.p.A.,17.67,19.75,11.77136389360498,4.0,50.0,4.0,A,5.88568194680249,0.863,10.155172,12.443663,,4.98,,,,2024-11-14,MI
ACKB.BR,Ackermans & Van Haaren NV,195.8,214.66667,9.635684371807972,6.0,50.0,6.0,A,4.817842185903986,,14.9694195,12.116337,,1.74,,,,2025-02-28,BR
ACR.OL,Axactor ASA,4.525,5.307378,17.290121546961323,2.0,50.0,2.0,A,8.645060773480662,1.504,,50.27778,,,,,,2025-02-14,OL
ACS.MC,"ACS, Actividades de Construcción y Servicios, S.A.",51.9,45.626,-12.08863198458574,15.0,20.0,15.0,A,-2.417726396917148,,16.21875,27.31579,,3.87,,,,2025-02-27,MC
ACSO.L,accesso Technology Group plc,474.0,703.333,48.38248945147679,3.0,100.0,3.0,A,48.38248945147679,1.392,29.625,17.555555,,,,,,,L
ACT.DE,AlzChem Group AG,78.0,76.24,-2.2564102564102684,5.0,100.0,5.0,A,-2.2564102564102684,0.971,15.853659,41.71123,,1.54,,,,2025-02-28,DE
ACWN.DE,A.S. Création Tapeten AG,6.65,14.0,110.52631578947368,1.0,,,,,0.702,,6.519608,,,,,,2024-11-07,DE
ACX.DE,bet-at-home.com AG,2.76,5.5,99.2753623188406,1.0,,,,,1.726,,12.0,,,,,,2024-11-06,DE
ACX.MC,"Acerinox, S.A.",11.31,13.29333,17.536074270557013,15.0,86.67,15.0,A,15.198515570291764,,62.833332,8.905512,,5.48,,,,2025-02-28,MC
ADE.DE,Bitcoin Group SE,37.7,,,,,,,,1.308,314.1667,56.268658,,0.27,,,,2024-10-04,DE
ADJ.DE,Adler Group S.A.,0.319,,,,,,,,1.447,0.05023622,0.069956146,,,,,,2024-11-28,DE
ADM.L,Admiral Group plc,2875.0,3004.062,4.489113043478255,16.0,70.59,17.0,A,3.1688648973913,0.198,21.946566,0.15847205,0.7441,3.02,,,,,L
ADN1.DE,adesso SE,83.6,127.16667,52.11324162679427,6.0,83.33,6.0,A,43.42596424760766,1.729,,19.17431,,0.84,,,,2025-02-21,DE
ADOC.PA,Adocia SA,5.2,6.3,21.153846153846143,1.0,,,,,0.672,,-3.909774,,,,,,,PA
ADP.PA,Aeroports de Paris SA,98.65,130.35294,32.13678661936137,17.0,35.29,17.0,A,11.341071997972628,1.283,28.594202,14.550147,,3.04,,,,2025-02-19,PA
ADS.DE,adidas AG,246.2,262.2586,6.522583265637705,29.0,53.57,28.0,A,3.4941478554021184,1.154,115.04672,33.27027,0.5948,0.28,,,,2025-01-21,DE
ADS.OL,ADS Maritime Holding Plc,2.04,,,,,,,,,3.642857,,,,,,,,OL
ADT1.L,Adriatic Metals PLC,208.0,253.25,21.754807692307686,4.0,66.67,3.0,A,14.503930288461536,1.015,,4.0784316,,,,,,,L
ADV.DE,Adtran Networks SE,20.1,17.0,-15.422885572139313,1.0,,,,,0.433,,402.0,,,,,,2025-02-27,DE
AED.BR,Aedifica NV/SA,62.05,69.31818,11.713424657534244,11.0,72.73,11.0,A,8.519173753424656,0.913,14.396751,12.637475,,6.29,,,,2025-02-19,BR
AEET.L,Aquila Energy Efficiency Trust Ord,57.25,,,,,,,,,28.625,,,,,,,,L
AEIN.DE,Allgeier SE,15.15,23.7,56.43564356435642,5.0,80.0,5.0,A,45.14851485148513,1.344,10.899281,6.419492,,3.3,,,,2024-11-14,DE
AENA.MC,"Aena S.M.E., S.A.",214.8,215.38261,0.2712337057727998,23.0,34.78,23.0,A,0.0943350828677797,1.212,16.66408,35.740433,,4.54,,,,2025-02-26,MC
AEP.L,Anglo-Eastern Plantations Plc,666.0,,,,,,,,0.435,5.644068,4.324675,,3.56,,,,,L
AET.L,Afentra plc,43.1,91.525,112.35498839907194,4.0,100.0,4.0,A,112.35498839907194,0.162,5.3875003,3.3153846,,,,,,,L
AEWU.L,AEW UK REIT Ord,98.1,109.0,11.111111111111116,1.0,100.0,1.0,A,11.111111111111116,,8.918182,0.11890909,,,,,,,L
AF.PA,Air France-KLM SA,8.806,8.88056,0.8466954349307221,18.0,22.22,18.0,A,0.1881357256416064,1.746,7.3383327,2.3482666,,,,,,2024-11-07,PA
AFC.L,AFC Energy plc,7.9,63.333,701.6835443037975,3.0,100.0,2.0,A,701.6835443037976,2.907,,-0.03590909,,,,,,,L
AFG.OL,AF Gruppen ASA,148.0,141.0,-4.729729729729726,2.0,50.0,2.0,A,-2.364864864864863,0.639,22.664623,17.61905,,3.38,,,,2025-02-14,OL
AFISH.OL,Arctic Fish Holding AS,61.5,81.0,31.70731707317074,2.0,100.0,2.0,A,31.70731707317074,-0.133,66.12903,10.658579,,,,,,2025-02-12,OL
AFK.OL,Arendals Fossekompani ASA,125.6,190.0,51.27388535031847,1.0,0.0,1.0,A,0.0,0.888,,39.25,,3.18,,,,2025-02-14,OL
AFME.PA,Affluent Medical SA,1.405,3.96667,182.3252669039146,3.0,100.0,3.0,A,182.3252669039146,0.636,,-1.1974567,,,,,,2024-09-13,PA
AFX.DE,Carl Zeiss Meditec AG,60.05,58.5,-2.581182348043287,15.0,33.33,15.0,A,-0.8603080766028276,1.142,29.875622,18.363914,1.1539,1.0,,,,2025-02-12,DE
AG1.DE,AUTO1 Group SE,23.2,22.26154,-4.045086206896553,13.0,69.23,13.0,A,-2.800413181034484,1.915,,257.77777,,,,,,2024-11-13,DE
AGAS.OL,Avance Gas Holding Ltd,16.36,89.33333,446.04724938875313,3.0,0.0,3.0,A,0.0,0.838,0.25459072,3.8859859,,510.75,,,,2025-02-12,OL
AGB2.DE,AGRANA Beteiligungs-Aktiengesellschaft,10.55,,,,,,,,0.408,175.83334,,,8.53,,,,2025-01-14,DE
AGFB.BR,Agfa-Gevaert NV,0.829,1.33333,60.83594692400482,3.0,66.67,3.0,A,40.559325814234015,0.759,,-82.9,,,,,,2024-11-14,BR
AGFX.L,Argentex Group PLC,40.3,70.0,73.69727047146404,1.0,100.0,1.0,A,73.69727047146404,1.31,inf,-0.155,,,,,,2024-09-18,L
AGLX.OL,Agilyx ASA,30.5,52.412624,71.84466885245901,4.0,100.0,3.0,A,71.84466885245901,0.811,,-254.16667,,,,,,,OL
AGR.L,Assura Plc,41.72,47.833,14.652444870565674,6.0,57.14,7.0,A,8.372406999041226,0.359,20.86,0.11493113,,8.05,,,,2024-11-14,L
AGS.BR,ageas SA/NV,52.65,54.25833,3.054757834757837,12.0,58.33,12.0,A,1.7818402450142463,0.755,9.093265,7.02,0.7667,6.17,,,,2025-02-27,BR
AHT.L,Ashtead Group plc,4805.0,6164.744,28.298522372528613,18.0,63.16,19.0,A,17.87334673048907,1.239,17.160715,13.847262,1.3776,2.01,,,,2024-12-10,L
AI.PA,L'Air Liquide S.A.,176.62,194.61905,10.190833427697864,21.0,80.95,21.0,A,8.249479659721421,0.662,30.770035,25.821636,2.1692,1.87,,,,2025-02-21,PA
AIR.PA,Airbus SE,165.7,182.35,10.048280024140022,20.0,71.43,21.0,A,7.177486421243218,1.529,30.971962,23.603989,1.1268,1.21,,,,2025-02-20,PA
AIRARABIA.AE,Air Arabia PJSC,3.49,3.29857,-5.485100286532962,7.0,62.5,8.0,A,-3.428187679083101,0.454,11.258064,10.413248,,7.06,,,,2025-02-13,AE
AIRX.OL,Airthings ASA,1.92,2.55,32.8125,2.0,50.0,2.0,A,16.40625,1.087,,64.0,,,,,,2025-02-06,OL
AIX.OL,Ayfie International AS,3.98,,,,,,,,,,,,,,,,,OL
AIXA.DE,AIXTRON SE,12.165,16.24286,33.52124948623101,14.0,33.33,15.0,A,11.172632453760793,0.855,11.926471,11.476416,,3.46,,,,2025-02-27,DE
AJ91.DE,DocCheck AG,10.2,,,,,,,,0.664,21.25,,,4.9,,,,,DE
AJB.L,AJ Bell plc,419.5,475.786,13.41740166865315,14.0,30.77,13.0,A,4.128534493444574,0.955,20.975,0.20513447,,2.98,,,,2024-12-05,L
AJMANBANK.AE,Ajman Bank PJSC,1.68,1.6,-4.761904761904756,1.0,0.0,1.0,A,-0.0,0.725,11.199999,,,4.34,,,,2025-01-22,AE
AKAST.OL,Akastor ASA,12.92,22.0,70.27863777089782,1.0,100.0,2.0,A,70.27863777089782,0.785,2.1677852,28.086956,,,,,,2025-02-13,OL
AKBM.OL,Aker BioMarine AS,66.6,63.136772,-5.20004204204203,2.0,50.0,2.0,A,-2.600021021021015,0.756,201.81818,369.99997,,,,,,2025-02-12,OL
AKE.PA,Arkema S.A.,79.4,103.625,30.51007556675063,16.0,87.5,16.0,A,26.6963161209068,1.133,17.683743,8.14359,0.4673,4.53,,,,2025-02-27,PA
AKER.OL,Aker ASA,606.0,804.25,32.71452145214522,4.0,100.0,4.0,A,32.71452145214522,1.191,6.7340817,23.085714,,5.12,,,,2025-02-14,OL
AKH.OL,Aker Horizons ASA,1.7,6.4,276.47058823529414,2.0,50.0,2.0,A,138.23529411764707,1.082,2.3943663,,,,,,,2025-02-13,OL
AKRBP.OL,Aker BP ASA,232.5,274.73685,18.166387096774205,19.0,42.11,19.0,A,7.649865606451617,1.036,7.184796,8.137907,,12.15,,,,2025-02-12,OL
AKSO.OL,Aker Solutions ASA,32.18,36.81818,14.413238036047238,11.0,9.09,11.0,A,1.310163337476694,1.315,5.84029,5.596522,,6.22,,,,2025-02-11,OL
AKVA.OL,AKVA group ASA,60.6,83.33333,37.51374587458747,3.0,66.67,3.0,A,25.010414374587462,0.574,19.61165,17.77126,,1.65,,,,2025-02-14,OL
AKW.PA,Akwel SA,7.14,9.83333,37.7217086834734,3.0,33.33,3.0,A,12.572645504201684,1.353,5.173913,8.113636,,4.2,,,,2024-11-07,PA
AL2SI.PA,2CRSI S.A.,4.685,8.33333,77.8725720384205,3.0,100.0,3.0,A,77.8725720384205,2.642,,14.196969,,10.42,,,,2023-12-19,PA
ALAFY.PA,AFYREN SAS,1.69,4.5,166.27218934911247,3.0,100.0,2.0,A,166.27218934911244,0.289,,-3.3997867,,,,,,2024-09-30,PA
ALAGO.PA,E-Pango SA,0.1634,0.5,205.99755201958385,1.0,0.0,1.0,A,0.0,2.937,,,,,,,,2023-08-30,PA
ALAGP.PA,Agripower France Société Anonyme,1.165,,,,,,,,0.402,,9.708333,,,,,,2024-02-08,PA
ALAGR.PA,AgroGeneration SA,0.0834,,,,,,,,0.504,,,,,,,,2019-04-24,PA
ALANSARI.AE,Al Ansari Financial Services PJSC,0.98,0.99,1.0204081632652962,2.0,0.0,2.0,A,0.0,,19.6,15.076924,,6.44,,,,2025-02-13,AE
ALATA.PA,Atari SA,0.1345,,,,,,,,0.201,,,,,,,,2023-08-01,PA
ALATI.PA,ACTIA Group S.A.,2.79,3.4,21.863799283154115,2.0,100.0,2.0,A,21.863799283154115,1.347,3.0326085,4.428571,,4.3,,,,2025-02-19,PA
ALAUR.PA,AURES Technologies S.A.,6.27,6.3,0.4784688995215447,1.0,,,,,0.63,,-156.75,,,,,,2025-02-21,PA
ALAVI.PA,AdVini S.A.,12.4,12.0,-3.2258064516129115,1.0,0.0,1.0,A,-0.0,0.369,,14.939759,,,,,,2025-02-13,PA
ALBFR.PA,Sidetrade SA,268.0,269.33334,0.4975149253731326,3.0,100.0,3.0,A,0.4975149253731325,0.742,56.54009,46.689896,,,,,,2024-10-15,PA
ALBI.PA,Gascogne SA,2.36,,,,,,,,0.724,,,,,,,,2016-09-23,PA
ALBIO.PA,Biosynex SA,1.484,,,,,,,,-2.041,,3.2260869,,,,,,,PA
ALBIZ.PA,Obiz S.A.,5.74,9.4,63.7630662020906,3.0,100.0,3.0,A,63.76306620209059,0.61,,15.306666,,,,,,2024-10-30,PA
ALBLD.PA,Bilendi SA,21.0,27.16667,29.36509523809523,3.0,100.0,3.0,A,29.36509523809523,0.955,22.826086,14.0,,,,,,2024-11-06,PA
ALBOA.PA,BOA Concept SAS,20.8,,,,,,,,0.238,99.047615,,,,,,,2023-10-26,PA
ALBON.PA,Compagnie Lebon,91.2,137.0,50.21929824561404,1.0,100.0,1.0,A,50.21929824561405,0.867,13.673162,11.890482,,3.84,,,,2023-09-27,PA
ALBPS.PA,Biophytis S.A.,0.3075,,,,,,,,1.15,,-0.3617647,,,,,,2024-09-30,PA
ALCAR.PA,Carmat SA,0.912,4.68,413.157894736842,5.0,83.33,6.0,A,344.28447368421047,1.315,,-0.3897436,,,,,,2025-01-09,PA
ALCBX.PA,Cibox Inter@ctive,0.0254,,,,,,,,1.732,inf,,,,,,,,PA
ALCIS.PA,Catering International & Services Société Anonyme,9.1,13.5,48.35164835164836,1.0,100.0,1.0,A,48.35164835164836,0.88,27.575758,60.666668,,1.78,,,,2023-10-18,PA
ALCJ.PA,Crossject Société Anonyme,1.8,4.3,138.88888888888889,1.0,,,,,0.802,,8.181818,,,,,,2024-09-23,PA
ALCLS.PA,Cellectis S.A.,1.31,,,,,,,,3.098,,-1.4555556,,,,,,2024-11-04,PA
ALCOF.PA,Cofidur S.A.,328.0,,,,,,,,0.36,5.5649815,,,6.1,,,,2005-11-15,PA
ALCOG.PA,Cogra 48 Société Anonyme,5.5,,,,,,,,0.199,30.555553,7.432432,,,,,,2025-02-13,PA
ALCOX.PA,Nicox S.A.,0.306,1.0,226.79738562091504,1.0,100.0,1.0,A,226.79738562091504,0.853,,-1.275,,,,,,2025-01-21,PA
ALCRB.PA,Carbios SAS,6.09,25.0,310.5090311986864,4.0,66.67,3.0,A,207.01637110016415,2.023,,-2.6828194,,,,,,2024-10-02,PA
ALCUR.PA,Arcure S.A.,4.82,8.25,71.16182572614107,2.0,100.0,2.0,A,71.16182572614107,1.064,11.756098,8.033333,,,,,,2024-07-17,PA
ALCYB.PA,Cybergun S.A.,0.0002,,,,,,,,0.505,,,,,,,,2024-11-06,PA
ALDAR.PA,Damartex,4.34,5.0,15.207373271889413,1.0,0.0,1.0,A,0.0,0.954,,-1.4711865,,,,,,2024-04-18,PA
ALDBT.PA,DBT SA,0.4399,2.07,370.5614912480109,1.0,100.0,1.0,A,370.5614912480109,1.762,,-0.70951617,,,,,,2023-01-19,PA
ALDEL.PA,Delfingen Industry S.A.,16.75,29.0,73.13432835820895,2.0,100.0,2.0,A,73.13432835820895,1.231,,4.4786096,,6.87,,,,2024-11-11,PA
ALDLS.PA,DLSI,12.1,,,,,,,,1.45,31.025642,12.736843,,3.31,,,,2025-02-14,PA
ALDLT.PA,Delta Plus Group,56.4,76.425,35.505319148936174,4.0,100.0,4.0,A,35.505319148936174,1.062,13.146853,10.273225,,2.22,,,,2024-11-07,PA
ALDMS.PA,Diagnostic Medical Systems S.A.,0.998,,,,,,,,1.035,,,,,,,,2025-01-16,PA
ALDNE.PA,Don't Nod Entertainment S.A.,1.05,2.05,95.2380952380952,2.0,33.33,3.0,A,31.742857142857133,0.343,,3.8888886,,,,,,2024-10-17,PA
ALDRV.PA,Drone Volt SA,0.25,,,,,,,,0.519,,,,,,,,2024-10-16,PA
ALDUX.PA,,1.5,,,,,,,,0.657,3.3333335,,,,,,,2025-02-27,PA
ALEAC.PA,EdiliziAcrobatica S.p.A.,7.0,,,,,,,,0.957,20.0,,,2.14,,,,,PA
ALECO.PA,écomiam SA,2.84,3.5,23.23943661971832,1.0,100.0,1.0,A,23.23943661971832,,,56.8,,,,,,2025-01-30,PA
ALECP.PA,EuropaCorp,0.494,0.4,-19.028340080971653,1.0,100.0,1.0,A,-19.028340080971653,0.781,,15.4568205,,,,,,2024-12-11,PA
ALEMG.PA,Laboratoires Euromedis Société anonyme,4.18,4.0,-4.306220095693769,1.0,0.0,1.0,A,-0.0,-0.089,0.55659115,10.45,,,,,,2023-10-12,PA
ALENO.PA,Enogia SAS,2.46,3.2,30.08130081300815,1.0,100.0,1.0,A,30.08130081300815,0.444,0.053362258,,,,,,,2024-07-22,PA
ALEO2.PA,Eo2 Société Anonyme,3.72,,,,,,,,0.911,53.142857,,,,,,,,PA
ALERS.PA,Eurobio Scientific Société anonyme,25.35,30.0,18.34319526627217,1.0,100.0,1.0,A,18.34319526627217,-0.269,40.887096,22.837837,,,,,,,PA
ALESE.PA,Entech SA,7.42,11.05,48.92183288409704,2.0,100.0,2.0,A,48.92183288409704,0.177,,26.981817,,,,,,2023-12-12,PA
ALFA.L,Alfa Financial Software Holdings PLC,239.5,266.4,11.231732776617951,5.0,100.0,5.0,A,11.231732776617951,0.018,34.214287,0.28786057,,0.54,,,,,L
ALFA.ST,Alfa Laval AB (publ),464.5,476.64706,2.615082884822395,17.0,35.29,17.0,A,0.9228627500538232,1.094,25.978748,21.171375,2.1627,1.61,,,,2025-02-05,ST
ALFLE.PA,Fleury Michon SA,23.9,36.0,50.62761506276152,1.0,100.0,1.0,A,50.62761506276152,0.276,6.2894735,6.2894735,,5.44,,,,2024-09-10,PA
ALFLO.PA,SAS Florentaise,2.38,,,,,,,,,14.875001,,,,,,,,PA
ALFPC.PA,S.A. Fountaine Pajot,102.0,174.5,71.078431372549,2.0,100.0,2.0,A,71.078431372549,1.308,5100.0,8.485857,,2.16,,,,,PA
ALFRE.PA,Freelance.com SA,2.65,4.4,66.03773584905663,3.0,100.0,3.0,A,66.03773584905663,1.466,8.281251,6.9736843,,3.02,,,,2024-11-18,PA
ALFUM.PA,Fill Up Media S.A.,5.9,10.05,70.33898305084747,2.0,100.0,2.0,A,70.33898305084747,,,7.564103,,,,,,2024-10-29,PA
ALG.DE,ALBIS Leasing AG,2.76,2.9,5.072463768115942,1.0,,,,,0.238,13.142858,12.0,,1.81,,,,2024-04-11,DE
ALGAE.PA,,0.384,0.8,108.33333333333334,2.0,100.0,2.0,A,108.33333333333334,1.433,,-7.68,,,,,,2024-09-17,PA
ALGBE.PA,Global Bioenergies SA,1.372,2.4,74.92711370262388,1.0,100.0,1.0,A,74.92711370262388,1.744,,-8.070588,,,,,,2025-02-03,PA
ALGEN.PA,genOway Société anonyme,3.46,,,,,,,,0.547,16.47619,23.066666,,,,,,,PA
ALGID.PA,Egide S.A.,0.376,0.5,32.97872340425532,1.0,0.0,1.0,A,0.0,0.618,,-4.7,,,,,,2018-03-27,PA
ALGIL.PA,Groupe Guillin S.A.,27.6,31.6,14.492753623188404,5.0,60.0,5.0,A,8.695652173913041,0.872,7.3209553,8.338368,,3.99,,,,2024-10-24,PA
ALGIR.PA,Signaux Girod S.A.,16.5,,,,,,,,0.576,19.411764,,,9.09,,,,,PA
ALHAF.PA,Haffner Energy S.A.,1.04,0.6,-42.30769230769232,1.0,0.0,1.0,A,-0.0,0.962,,-5.777777,,,,,,2024-07-31,PA
ALHEX.PA,Hexaom S.A.,27.5,35.125,27.727272727272737,4.0,100.0,4.0,A,27.727272727272737,1.206,6.5476193,12.061403,,,,,,2024-11-07,PA
ALHF.PA,HF Company SA,4.83,6.6,36.64596273291925,1.0,100.0,1.0,A,36.64596273291925,0.561,,-161.0,,10.35,,,,,PA
ALHG.PA,Louis Hachette Group S.A.,1.4235,2.2,54.548647699332655,2.0,100.0,2.0,A,54.54864769933265,,142.34999,9.489999,,4.21,,,,,PA
ALHGR.PA,Hoffmann Green Cement Technologies Societe anonyme,4.46,11.83333,165.3213004484305,3.0,100.0,3.0,A,165.3213004484305,1.087,,63.714287,,,,,,2024-10-29,PA
ALHOP.PA,Hopscotch Global PR Group,17.8,27.7,55.61797752808988,2.0,100.0,2.0,A,55.61797752808988,1.407,9.468084,5.7419353,,3.65,,,,2024-11-04,PA
