symbol,company,price,target_price,upside,analyst_count,buy_percentage,total_ratings,A,EXRET,beta,pe_trailing,pe_forward,peg_ratio,dividend_yield,short_float_pct,insider_buy_pct,insider_transactions,last_earnings,exchange
ACCO,ACCO Brands Corporation,4.67,10.66667,128.40835117773017,3.0,100.0,1.0,E,128.40835117773017,1.654,,4.0608697,0.3872,6.42,2.1,,,2025-02-19,US
ACDC,ProFrac Holding Corp.,7.19,7.4,2.9207232267037586,5.0,0.0,2.0,E,0.0,1.195,,-29.958334,,,22.06,100.0,2.0,2024-11-04,US
ACEL,"Accel Entertainment, Inc.",10.77,15.0,39.2757660167131,3.0,100.0,1.0,E,39.2757660167131,,26.268293,12.523256,,,1.71,0.0,9.0,2025-02-26,US
ACET,"Adicet Bio, Inc.",0.8988,6.4,612.0605251446374,5.0,0.0,5.0,E,0.0,1.637,,-0.6757895,,,5.43,,,2024-11-05,US
ACGL,Arch Capital Group Ltd.,92.91,114.6,23.345172747820463,15.0,83.33333333333334,6.0,E,19.454310623183723,0.628,8.30295,10.277656,,,1.5,,,2025-02-09,US
ACHC,"Acadia Healthcare Company, Inc.",29.98,56.38462,88.07411607738491,13.0,50.0,2.0,E,44.03705803869246,,10.784173,8.168937,,,6.329999999999999,,,2025-02-26,US
ACHR,Archer Aviation Inc.,8.88,11.38889,28.253265765765747,9.0,100.0,3.0,E,28.253265765765747,3.135,,-8.969697,,,10.2,27.27272727272727,11.0,2025-02-26,US
ACI,"Albertsons Companies, Inc.",21.04,23.52941,11.831796577946774,17.0,100.0,3.0,E,11.831796577946772,0.362,11.820226,9.268723,6.5142,2.85,2.24,,,2025-01-07,US
ACIC,American Coastal Insurance Corporation,12.14,16.0,31.79571663920921,1.0,100.0,1.0,A,31.79571663920921,,6.9770117,8.093333,,,3.19,100.0,1.0,2025-02-26,US
ACIW,"ACI Worldwide, Inc.",57.35,65.0,13.3391455972101,5.0,50.0,6.0,A,6.669572798605049,1.204,30.026178,28.25123,,,3.18,0.0,3.0,2025-02-26,US
ACLS,"Axcelis Technologies, Inc.",54.79,79.5,45.099470706333264,4.0,0.0,2.0,E,0.0,1.518,8.908943,10.1275425,,,21.67,,,2025-02-09,US
ACLX,"Arcellx, Inc.",64.82,116.375,79.53563714902809,16.0,100.0,19.0,A,79.53563714902809,,,-28.80889,,,15.32,0.0,20.0,2025-02-26,US
ACM,AECOM,100.05,123.18182,23.120259870064963,11.0,100.0,2.0,E,23.120259870064967,1.192,23.106237,20.050102,1.0435,1.04,2.5799999,0.0,1.0,2025-02-02,US
ACMR,"ACM Research, Inc.",25.94,35.61429,37.29487278334616,7.0,50.0,2.0,E,18.64743639167308,1.575,16.954248,13.302564,,,8.85,0.0,7.0,2025-02-25,US
ACN,Accenture plc,348.5,399.7,14.69153515064563,24.0,42.85714285714285,7.0,E,6.296372207419555,1.235,29.236576,24.769012,2.6861,1.7,0.98,0.0,23.0,2024-12-18,US
ACRE,Ares Commercial Real Estate Corporation,4.89,5.75,17.586912065439677,5.0,0.0,4.0,E,0.0,1.554,,14.382353,,12.27,2.73,0.0,3.0,2025-02-11,US
ACRS,"Aclaris Therapeutics, Inc.",1.99,11.0,452.7638190954774,5.0,83.33,6.0,A,377.2880904522613,0.516,,-3.4310346,,,5.2600004,100.0,1.0,2025-02-26,US
ACT,"Enact Holdings, Inc.",34.38,38.6,12.274578243164624,5.0,40.0,5.0,A,4.90983129726585,0.596,7.867277,8.185715,,2.15,5.9899997,0.0,5.0,2025-02-03,US
ACTG,Acacia Research Corporation,4.2,7.0,66.66666666666666,1.0,100.0,1.0,A,66.66666666666666,0.513,7.2413793,-20.0,,,3.7100002,0.0,1.0,2024-11-11,US
ACVA,ACV Auctions Inc.,16.06,24.30769,51.35547945205481,13.0,100.0,1.0,E,51.35547945205481,1.683,,-123.53846,,,5.45,0.0,14.0,2025-02-18,US
ADBE,Adobe Inc.,438.56,565.47833,28.93978703028093,36.0,78.94736842105263,19.0,E,22.84720028706389,1.312,35.453518,21.34112,1.5378,,1.7000000000000002,11.11111111111111,9.0,2024-12-10,US
ADC,Agree Realty Corporation,73.8,79.6,7.859078590785895,20.0,100.0,1.0,E,7.859078590785895,0.659,41.46068,40.54945,,4.11,16.27,100.0,1.0,2025-02-10,US
ADEA,Adeia Inc.,15.72,18.33333,16.62423664122137,3.0,100.0,5.0,E,16.62423664122137,1.06,27.578949,11.558824,,1.27,5.5,,,2025-02-17,US
ADI,"Analog Devices, Inc.",230.06,260.22607,13.112262018603849,28.0,62.5,8.0,E,8.195163761627406,1.039,73.501595,30.511936,0.9789,1.72,1.4199999,0.0,3.0,2025-02-18,US
ADM,Archer-Daniels-Midland Company,47.2,51.27273,8.628665254237289,11.0,0.0,4.0,E,0.0,0.711,12.931507,9.309665,,4.32,2.75,,,2025-02-03,US
ADNT,Adient plc,15.83,25.4,60.45483259633606,10.0,0.0,2.0,E,0.0,2.182,,4.6151605,0.0887,,8.3900005,0.0,1.0,2025-01-27,US
ADP,"Automatic Data Processing, Inc.",315.18,309.01,-1.9576115235738325,15.0,33.33333333333333,3.0,E,-0.6525371745246106,0.806,32.89979,28.9954,3.6686,1.95,1.63,0.0,16.0,2025-01-28,US
ADPT,Adaptive Biotechnologies Corporation,8.26,9.57143,15.876876513317196,7.0,50.0,2.0,E,7.938438256658597,1.495,,-8.787234,,,7.62,0.0,3.0,2025-02-10,US
ADSK,"Autodesk, Inc.",274.21,337.57867,23.109540133474347,30.0,90.0,10.0,E,20.79858612012691,1.432,53.45224,29.870369,1.6649,,1.16,0.0,2.0,2025-02-26,US
ADT,ADT Inc.,8.19,8.7,6.227106227106227,5.0,40.0,5.0,A,2.490842490842491,1.509,12.40909,10.237499,,2.69,7.32,,,2025-02-26,US
ADTN,"ADTRAN Holdings, Inc.",10.57,13.2,24.881740775780493,5.0,100.0,2.0,E,24.881740775780496,,,50.333332,,,1.9199999,,,2025-02-26,US
ADUS,Addus HomeCare Corporation,95.77,136.27274,42.29167797849014,11.0,100.0,2.0,E,42.29167797849014,0.997,22.640661,16.455326,1.0518,,3.9100002,0.0,24.0,2025-02-23,US
ADV,Advantage Solutions Inc.,2.51,4.66667,85.92310756972113,3.0,33.33,3.0,A,28.63817175298805,1.613,,5.4565215,,,7.369999600000001,66.66666666666666,3.0,2024-11-06,US
ADVM,"Adverum Biotechnologies, Inc.",4.71,29.71429,530.8766454352441,7.0,50.0,2.0,E,265.43832271762204,0.938,,-0.8836773,,,6.760000400000001,,,2024-11-03,US
AEE,Ameren Corporation,101.56,98.822,-2.6959432847577736,15.0,100.0,1.0,E,-2.695943284757773,0.504,22.977375,20.642275,2.5611,2.8,1.76,0.0,5.0,2025-02-12,US
AEG,Aegon Ltd.,6.28,6.90925,10.019904458598727,2.0,50.0,2.0,A,5.009952229299364,1.073,,21.655174,,5.63,0.47999998,,,2025-02-19,US
AEHR,"Aehr Test Systems, Inc.",9.64,19.0,97.09543568464728,1.0,50.0,2.0,A,48.54771784232364,1.82,12.853333,20.51064,,,25.629999999999995,,,2025-01-12,US
AEIS,"Advanced Energy Industries, Inc.",115.17,128.5,11.574194668750536,10.0,75.0,4.0,E,8.680646001562902,1.45,77.2953,23.126505,,0.35,10.41,0.0,4.0,2025-02-11,US
AEM,Agnico Eagle Mines Limited,96.28,102.68818,6.655774823431648,11.0,88.89,18.0,A,5.916318240548391,1.092,25.4709,21.114035,,1.66,1.09,,,2025-02-12,US
AEO,"American Eagle Outfitters, Inc.",13.09,19.3,47.44079449961804,10.0,16.666666666666664,12.0,E,7.906799083269672,1.501,11.188035,6.7474227,,3.82,16.280001,0.0,5.0,2024-12-03,US
AEP,"American Electric Power Company, Inc.",106.05,102.12941,-3.696925978312116,17.0,28.57,21.0,A,-1.0562117520037717,0.565,19.005377,18.005095,1.6022,3.51,1.79,,,2025-02-12,US
AER,AerCap Holdings N.V.,103.1,118.77778,15.206382153249276,9.0,100.0,2.0,E,15.206382153249276,1.808,9.555143,8.4232025,,1.05,1.21,,,2025-02-25,US
AERT,"Aeries Technology, Inc",0.6135,,,,,,,,-0.693,0.36736527,,,,1.06,,,,US
AES,The AES Corporation,11.59,15.68417,35.32502157031925,12.0,66.67,15.0,A,23.55119188093185,0.983,4.8902955,5.7093596,1.0921,6.71,8.62,,,2025-02-27,US
AESI,Atlas Energy Solutions Inc.,19.38,24.38889,25.84566563467492,9.0,100.0,2.0,E,25.84566563467492,,35.236362,9.787878,,5.16,15.39,33.33333333333333,3.0,2025-02-23,US
AFCG,Advanced Flower Capital Inc.,8.53,12.0,40.67995310668231,5.0,50.0,2.0,E,20.33997655334116,1.088,32.807693,5.2331285,,15.47,2.98,,,2024-11-12,US
AFG,"American Financial Group, Inc.",126.28,138.0,9.280962939499515,5.0,0.0,1.0,E,0.0,0.81,11.947021,10.710772,,2.53,1.50999995,100.0,1.0,2025-02-03,US
AFL,Aflac Incorporated,109.47,105.07143,-4.018059742395175,14.0,20.0,5.0,E,-0.8036119484790349,0.988,11.367601,15.267782,,2.12,1.61,0.0,2.0,2025-02-04,US
AFRM,"Affirm Holdings, Inc.",64.15,74.67333,16.4042556508184,18.0,42.85714285714285,7.0,E,7.03039527892217,3.663,,136.48936,,,5.23,0.0,18.0,2025-02-05,US
AFYA,Afya Limited,16.76,18.971292,13.193866348448658,9.0,0.0,3.0,E,0.0,0.906,15.236363,9.91716,,,5.84,,,2024-11-12,US
AG,First Majestic Silver Corp.,5.37,8.5,58.28677839851024,2.0,100.0,1.0,E,58.28677839851024,1.322,,20.653847,,0.42,,,,2025-02-19,US
AGCO,AGCO Corporation,96.97,107.92857,11.300989996906251,14.0,37.5,16.0,A,4.237871248839845,1.251,,14.365926,0.9609,1.2,8.01,100.0,1.0,2025-02-05,US
AGEN,Agenus Inc.,2.85,8.0,180.7017543859649,3.0,0.0,4.0,E,0.0,1.304,,-0.29411766,,,13.06,,,2024-11-11,US
AGI,Alamos Gold Inc.,22.86,26.0,13.735783027121617,4.0,100.0,10.0,A,13.735783027121618,1.041,33.130436,20.781818,,0.44,,,,2025-02-18,US
AGIO,"Agios Pharmaceuticals, Inc.",35.54,55.5,56.16207090602139,8.0,100.0,1.0,E,56.16207090602139,0.876,3.0532646,-5.845395,,,8.1999995,0.0,6.0,2025-02-12,US
AGL,"agilon health, inc.",3.12,3.55882,14.064743589743587,17.0,25.0,4.0,E,3.5161858974358973,0.671,,-11.142857,,,17.729999,100.0,4.0,2025-02-24,US
AGM,Federal Agricultural Mortgage Corporation,209.07,226.33333,8.257200937485054,3.0,0.0,1.0,E,0.0,1.1,12.724894,11.858765,1.6975,2.87,,0.0,12.0,2025-02-20,US
AGNC,AGNC Investment Corp.,10.43,10.29167,-1.3262703739213788,12.0,100.0,4.0,E,-1.3262703739213788,1.47,11.215054,6.028902,,13.81,6.2700000000000005,0.0,2.0,2025-01-26,US
AGO,Assured Guaranty Ltd.,87.33,106.5,21.95121951219512,4.0,75.0,4.0,A,16.46341463414634,,12.711791,13.7311325,,1.56,3.2099999999999995,0.0,2.0,2025-02-26,US
AGRO,Adecoagro S.A.,10.68,12.71429,19.04765917602997,7.0,14.29,7.0,A,2.7219104962546834,1.018,7.1200004,8.030075,,3.2,2.6600001,,,2024-11-12,US
AGS,"PlayAGS, Inc.",12.12,12.5,3.135313531353145,2.0,0.0,2.0,A,0.0,2.302,71.29411,15.74026,,,1.7000000000000002,,,2024-11-06,US
AGX,"Argan, Inc.",130.37,150.0,15.057145048707522,2.0,0.0,1.0,E,0.0,0.539,27.160414,25.764822,,1.15,5.6199998,0.0,11.0,2024-12-04,US
AGYS,"Agilysys, Inc.",80.99,141.5,74.7129275219163,4.0,100.0,3.0,E,74.7129275219163,0.927,107.986664,48.208332,,,4.65,0.0,14.0,2025-01-20,US
AHCO,AdaptHealth Corp.,11.38,12.83333,12.77091388400702,9.0,100.0,4.0,E,12.77091388400702,1.118,18.655737,13.388235,,,8.74,0.0,2.0,2025-02-24,US
AHH,"Armada Hoffler Properties, Inc.",9.18,11.15,21.45969498910676,5.0,0.0,1.0,E,0.0,1.06,27.0,36.72,,8.93,3.2099999999999995,75.0,4.0,2025-02-18,US
AHR,"American Healthcare REIT, Inc.",29.79,32.42857,8.85723397113125,7.0,87.5,8.0,A,7.750079724739844,,,156.78947,,3.36,4.4,,,2025-02-26,US
AI,"C3.ai, Inc.",23.45,30.99867,32.19049040511728,15.0,0.0,6.0,E,0.0,1.969,,-68.97059,,,21.090001,0.0,15.0,2025-02-25,US
AIG,"American International Group, Inc.",82.94,83.29,0.4219918013021573,18.0,66.66666666666666,3.0,E,0.2813278675347714,1.069,20.378378,12.360656,1.2429,1.93,1.99,100.0,3.0,2025-02-10,US
AIHS,Senmiao Technology Limited,0.8999,,,,,,,,0.721,,,,,3.2,,,2024-11-13,US
AIN,Albany International Corp.,76.57,82.5,7.744547472900631,4.0,100.0,1.0,E,7.744547472900631,1.346,27.34643,19.888311,,1.41,2.33,100.0,4.0,2025-02-25,US
AIOT,"PowerFleet, Inc.",7.05,11.5,63.12056737588654,6.0,100.0,4.0,E,63.12056737588654,1.761,,23.5,,,6.5799996,0.0,1.0,2025-02-09,US
AIP,"Arteris, Inc.",9.1,13.2,45.05494505494505,5.0,100.0,3.0,E,45.05494505494506,1.178,,-35.000004,,,1.64,0.0,31.0,2025-02-17,US
AIRS,"AirSculpt Technologies, Inc.",4.535,5.75,26.79162072767365,2.0,0.0,4.0,A,0.0,1.73,,226.75,,,22.649999,0.0,2.0,2025-02-27,US
AIT,"Applied Industrial Technologies, Inc.",250.58,298.57144,19.152143028174628,7.0,100.0,2.0,E,19.152143028174628,1.08,25.388044,23.706718,2.5994,0.73,3.7,0.0,4.0,2025-01-28,US
AIV,Apartment Investment and Management Company,9.05,,,,0.0,1.0,A,,1.467,,-20.111113,,,6.81,,,2025-02-23,US
AIZ,"Assurant, Inc.",207.89,232.6,11.886093607196123,5.0,100.0,2.0,E,11.886093607196123,0.619,14.366966,11.601005,,1.54,2.42,0.0,2.0,2025-02-10,US
AJG,Arthur J. Gallagher & Co.,337.74,315.43713,-6.603561911529576,14.0,50.0,4.0,E,-3.301780955764788,0.773,52.12037,29.941488,1.1723,0.77,1.6,9.090909090909092,11.0,2025-01-29,US
AKAM,"Akamai Technologies, Inc.",80.68,107.09217,32.73694843827466,23.0,22.22222222222222,9.0,E,7.274877430727701,0.654,24.672783,12.077845,1.0951,,7.939999999999999,14.285714285714285,7.0,2025-02-19,US
AKBA,"Akebia Therapeutics, Inc.",1.85,7.16667,287.38756756756754,3.0,100.0,2.0,E,287.38756756756754,0.741,,-7.115385,,,6.94,0.0,4.0,2024-11-06,US
AKR,Acadia Realty Trust,23.06,27.16667,17.80862966175196,6.0,42.86,7.0,A,7.63277867302689,1.489,121.36842,59.128204,,3.47,20.59,0.0,1.0,2025-02-10,US
AKRO,"Akero Therapeutics, Inc.",49.12,77.72727,58.23955618892509,11.0,100.0,11.0,A,58.23955618892509,,,-11.557647,,,6.45,4.545454545454546,22.0,2025-02-27,US
AKYA,"Akoya Biosciences, Inc.",1.63,3.6,120.85889570552148,5.0,66.66666666666666,3.0,E,80.57259713701431,1.232,,-2.9636364,,,10.8,,,2024-11-13,US
AL,Air Lease Corporation,47.92,56.0,16.86143572621035,6.0,100.0,1.0,E,16.86143572621035,1.604,14.39039,10.485776,,1.84,2.99,0.0,3.0,2025-02-12,US
ALB,Albemarle Corporation,77.03,102.05185,32.48325327794366,27.0,16.666666666666664,6.0,E,5.413875546323943,1.592,,41.86413,0.9896,2.1,10.91,0.0,2.0,2025-02-11,US
ALCO,"Alico, Inc.",29.37,35.0,19.1692202928158,1.0,100.0,1.0,A,19.1692202928158,0.833,,-79.37838,,0.68,4.79,,,2025-02-11,US
ALDX,"Aldeyra Therapeutics, Inc.",5.11,10.0,95.69471624266144,8.0,100.0,8.0,A,95.69471624266144,,,-8.377049,,,7.430000000000001,,,2025-02-27,US
ALE,"ALLETE, Inc.",65.69,65.75,0.0913381032120685,4.0,25.0,4.0,A,0.0228345258030171,0.79,21.190325,16.46366,2.8229,4.45,1.9299999,,,2025-02-12,US
ALEC,"Alector, Inc.",1.64,4.43714,170.55731707317076,7.0,100.0,1.0,E,170.5573170731708,0.609,,-1.108108,,,8.140001,0.0,4.0,2025-02-25,US
ALEX,"Alexander & Baldwin, Inc.",18.11,22.0,21.47984538928769,4.0,100.0,1.0,E,21.47984538928769,,20.579546,29.688524,,4.97,1.28,0.0,4.0,2025-02-26,US
ALG,Alamo Group Inc.,174.98,204.0,16.584752543147797,4.0,0.0,1.0,E,0.0,,18.18919,16.127188,,0.69,3.66,0.0,5.0,2025-02-26,US
ALGM,"Allegro MicroSystems, Inc.",22.3,28.23333,26.60686098654708,12.0,66.66666666666666,3.0,E,17.737907324364713,1.659,,35.96774,,,16.259999999999998,100.0,2.0,2025-01-29,US
ALGN,"Align Technology, Inc.",187.03,253.03857,35.29303854996524,14.0,80.0,5.0,E,28.23443083997219,1.668,33.33868,18.229044,1.2575,,5.0300002,,,2025-02-04,US
ALGT,Allegiant Travel Company,73.5,99.33333,35.147387755102045,12.0,0.0,1.0,E,0.0,1.623,,12.694301,,3.81,8.0,0.0,2.0,2025-02-03,US
ALHC,"Alignment Healthcare, Inc.",15.69,15.40909,-1.79037603569151,11.0,50.0,2.0,E,-0.895188017845755,,,-30.764706,,,6.61,0.0,18.0,2025-02-26,US
ALIT,"Alight, Inc.",6.83,10.4375,52.81844802342606,8.0,100.0,1.0,E,52.81844802342605,1.157,,11.982456,,2.34,6.21,0.0,3.0,2025-02-19,US
ALK,"Alaska Air Group, Inc.",72.28,87.356,20.85777531820696,15.0,93.75,16.0,A,19.554164360819023,1.552,23.467533,13.385184,,,6.77,0.0,8.0,2025-01-22,US
ALKS,Alkermes plc,34.33,36.42857,6.112933294494627,14.0,66.66666666666666,3.0,E,4.075288862996417,0.456,15.604546,17.079603,,,10.6000006,0.0,11.0,2025-02-11,US
ALKT,"Alkami Technology, Inc.",30.84,43.3,40.40207522697794,10.0,70.0,10.0,A,28.28145265888456,,,60.47059,,,3.11,0.0,22.0,2025-02-26,US
ALL,The Allstate Corporation,199.15,224.41176,12.684790359025854,17.0,100.0,1.0,E,12.684790359025854,0.516,11.721601,10.4650545,,2.01,1.17999995,0.0,5.0,2025-02-04,US
ALLE,Allegion plc,128.71,141.56544,9.987910807241086,11.0,0.0,4.0,E,0.0,1.119,18.872435,16.522465,1.7736,1.58,3.64,33.33333333333333,6.0,2025-02-17,US
ALLK,Allakos Inc.,0.2798,0.35,25.08934953538242,4.0,0.0,7.0,A,0.0,0.771,,-0.444127,,,3.790000000000001,,,2024-11-05,US
ALLO,"Allogene Therapeutics, Inc.",1.95,9.22727,373.1933333333334,11.0,100.0,2.0,E,373.1933333333334,0.828,,-1.4028777,,,22.569999,0.0,9.0,2024-11-06,US
ALLY,Ally Financial Inc.,37.1,45.0625,21.46226415094339,16.0,71.42857142857143,7.0,E,15.33018867924528,1.437,20.61111,8.939758,0.6178,3.23,2.8399998,100.0,2.0,2025-01-21,US
ALNT,Allient Inc.,24.88,31.0,24.598070739549847,3.0,100.0,1.0,E,24.598070739549847,1.605,28.5977,12.824741,,0.48,1.39,100.0,1.0,2024-11-05,US
ALNY,"Alnylam Pharmaceuticals, Inc.",246.75,304.60666,23.447481256332317,30.0,77.77777777777779,9.0,E,18.236929866036245,0.349,,-202.25409,,,2.86,0.0,6.0,2025-02-12,US
ALRM,"Alarm.com Holdings, Inc.",58.09,73.875,27.17335169564468,8.0,55.56,9.0,A,15.097514202100182,0.981,25.366814,25.70354,,,7.17,0.0,3.0,2025-02-19,US
ALRS,Alerus Financial Corporation,20.37,23.5,15.365733922434943,5.0,33.33333333333333,3.0,E,5.121911307478314,0.726,20.785715,9.56338,,3.92,0.8099999999999999,100.0,1.0,2025-01-27,US
ALSN,"Allison Transmission Holdings, Inc.",101.75,109.5,7.616707616707607,10.0,0.0,1.0,E,0.0,0.998,12.244284,11.205947,1.432,1.06,2.75,0.0,6.0,2025-02-10,US
ALTG,Alta Equipment Group Inc.,5.48,13.325,143.15693430656933,4.0,0.0,2.0,E,0.0,1.753,,-7.828572,,4.16,10.4399994,50.0,2.0,2024-11-11,US
ALTM,Arcadium Lithium plc,5.84,6.09932,4.440410958904106,19.0,22.73,22.0,A,1.0093054109589032,,64.888885,34.352943,1.0879,,6.1100002,,,2025-02-26,US
ALTO,"Alto Ingredients, Inc.",1.61,4.5,179.5031055900621,2.0,100.0,4.0,A,179.5031055900621,1.865,,8.05,,,0.94,100.0,3.0,2024-11-05,US
ALTR,Altair Engineering Inc.,111.6,105.975,-5.040322580645162,4.0,0.0,2.0,E,-0.0,1.42,697.5,78.59155,5.7403,,12.839999999999998,0.0,19.0,2025-02-19,US
ALUR,Allurion Technologies Inc.,3.18,28.66667,801.4676100628931,3.0,75.0,4.0,A,601.1007075471698,-0.728,,-7.571429,,,4.81,,,2025-01-13,US
ALV,"Autoliv, Inc.",97.35,110.78353,13.799209039548032,17.0,50.0,2.0,E,6.899604519774016,1.591,12.108209,9.562868,,2.88,2.73,0.0,7.0,2025-01-30,US
ALVO,Alvotech,11.36,18.83333,65.78635563380281,6.0,100.0,1.0,E,65.78635563380281,-0.191,,56.8,,,0.3899999999999999,,,2024-11-12,US
ALVR,"AlloVir, Inc.",9.8,34.49997,252.0405102040816,1.0,,,,,0.64,,-30.625002,,,2.3,0.0,24.0,2024-11-11,US
ALXO,ALX Oncology Holdings Inc.,1.1,4.04,267.27272727272725,5.0,85.71428571428571,7.0,E,229.09090909090904,0.965,,-0.40590405,,,21.180001,10.0,10.0,2024-11-06,US
AM,Antero Midstream Corporation,16.95,15.92857,-6.026135693215329,7.0,100.0,1.0,E,-6.026135693215329,2.194,20.421688,16.782179,,5.31,3.69,50.0,2.0,2025-02-11,US
AMAL,Amalgamated Financial Corp.,32.45,41.5,27.889060092449917,2.0,100.0,2.0,A,27.889060092449917,0.912,9.43314,9.324713,,1.73,6.550000000000001,0.0,13.0,2025-01-22,US
AMAT,"Applied Materials, Inc.",158.07,207.2291,31.09957613715441,33.0,66.66666666666666,3.0,E,20.73305075810294,1.521,20.662746,16.312695,1.7887,1.01,2.3,0.0,1.0,2025-02-12,US
AMBA,"Ambarella, Inc.",61.43,93.63636,52.42773888979326,11.0,100.0,3.0,E,52.42773888979326,1.656,,-341.27777,,,5.3200003,0.0,17.0,2025-02-25,US
